reference_driver_code,comparison_driver_code,team,year,race_name,session_name,session_kind,matched_gap_median_s,matched_gap_se_s,n_matched_pairs,weather_bucket,skip_reason
ALO,STR,Aston Martin,2024,Spanish Grand Prix,Race,race,0.1799999999999926,0.1024399323688939,41,dry,
ALO,STR,Aston Martin,2024,Spanish Grand Prix,Race,race,,,1,wet,insufficient_matched_pairs
BOT,ZHO,Kick Sauber,2024,Spanish Grand Prix,Race,race,-1.3429999999999964,0.1504507661430559,18,dry,
BOT,ZHO,Kick Sauber,2024,Spanish Grand Prix,Race,race,,,1,wet,insufficient_matched_pairs
GAS,OCO,Alpine,2024,Spanish Grand Prix,Race,race,0.1389999999999958,0.0603009034588869,55,dry,
GAS,OCO,Alpine,2024,Spanish Grand Prix,Race,race,,,1,wet,insufficient_matched_pairs
HAM,RUS,Mercedes,2024,Spanish Grand Prix,Race,race,-0.0554999999999878,0.0627031516351031,28,dry,
HAM,RUS,Mercedes,2024,Spanish Grand Prix,Race,race,,,1,wet,insufficient_matched_pairs
HUL,MAG,Haas F1 Team,2024,Spanish Grand Prix,Race,race,0.7730000000000103,0.1543018895286501,41,dry,
HUL,MAG,Haas F1 Team,2024,Spanish Grand Prix,Race,race,,,1,wet,insufficient_matched_pairs
LEC,SAI,Ferrari,2024,Spanish Grand Prix,Race,race,0.1610000000000013,0.1319833650110471,27,dry,
LEC,SAI,Ferrari,2024,Spanish Grand Prix,Race,race,,,1,wet,insufficient_matched_pairs
NOR,PIA,McLaren,2024,Spanish Grand Prix,Race,race,0.2705000000000055,0.0900866918906756,52,dry,
NOR,PIA,McLaren,2024,Spanish Grand Prix,Race,race,,,1,wet,insufficient_matched_pairs
PER,VER,Red Bull Racing,2024,Spanish Grand Prix,Race,race,-0.4389999999999929,0.2931696736935339,43,dry,
PER,VER,Red Bull Racing,2024,Spanish Grand Prix,Race,race,,,1,wet,insufficient_matched_pairs
RIC,TSU,RB,2024,Spanish Grand Prix,Race,race,0.2129999999999938,0.2203117540326987,35,dry,
RIC,TSU,RB,2024,Spanish Grand Prix,Race,race,,,1,wet,insufficient_matched_pairs
ALO,STR,Aston Martin,2024,Spanish Grand Prix,Qualifying,qualifying,0.8029999999999973,0.2039428786615406,4,dry,
BOT,ZHO,Kick Sauber,2024,Spanish Grand Prix,Qualifying,qualifying,0.920500000000004,0.2545975487108216,4,dry,
GAS,OCO,Alpine,2024,Spanish Grand Prix,Qualifying,qualifying,0.1920000000000072,0.0721006937972605,3,dry,
HAM,RUS,Mercedes,2024,Spanish Grand Prix,Qualifying,qualifying,0.0110000000000027,0.157039623262009,4,dry,
LEC,SAI,Ferrari,2024,Spanish Grand Prix,Qualifying,qualifying,-0.0339999999999918,0.112946485153406,3,dry,
NOR,PIA,McLaren,2024,Spanish Grand Prix,Qualifying,qualifying,0.6540000000000106,0.2406028556150812,3,dry,
PER,VER,Red Bull Racing,2024,Spanish Grand Prix,Qualifying,qualifying,-0.784000000000006,0.293853860971078,3,dry,
RIC,TSU,RB,2024,Spanish Grand Prix,Qualifying,qualifying,0.1299999999999954,0.1330480204691204,3,dry,
HUL,MAG,Haas F1 Team,2024,Spanish Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,SAR,Williams,2024,Spanish Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,SAR,Williams,2024,Austrian Grand Prix,Race,race,0.2710000000000008,0.0874323446207735,31,dry,
ALO,STR,Aston Martin,2024,Austrian Grand Prix,Race,race,-0.0764999999999958,0.0730888205777284,44,dry,
BOT,ZHO,Kick Sauber,2024,Austrian Grand Prix,Race,race,0.4159999999999968,0.1755634804149336,46,dry,
GAS,OCO,Alpine,2024,Austrian Grand Prix,Race,race,0.0140000000000028,0.0398276019096548,52,dry,
HAM,RUS,Mercedes,2024,Austrian Grand Prix,Race,race,-0.2789999999999963,0.0620814531952224,48,dry,
HUL,MAG,Haas F1 Team,2024,Austrian Grand Prix,Race,race,0.1190000000000139,0.0641161675940397,53,dry,
LEC,SAI,Ferrari,2024,Austrian Grand Prix,Race,race,-0.508499999999998,0.058949974007081,42,dry,
NOR,PIA,McLaren,2024,Austrian Grand Prix,Race,race,0.340999999999994,0.059126004096002,49,dry,
PER,VER,Red Bull Racing,2024,Austrian Grand Prix,Race,race,-0.9634999999999962,0.0504044041722549,48,dry,
RIC,TSU,RB,2024,Austrian Grand Prix,Race,race,0.0065000000000026,0.0338330044474317,46,dry,
ALB,SAR,Williams,2024,Austrian Grand Prix,Qualifying,qualifying,0.2830000000000012,0.0751655899325677,3,dry,
ALO,STR,Aston Martin,2024,Austrian Grand Prix,Qualifying,qualifying,0.1629999999999967,0.028432635012142,3,dry,
BOT,ZHO,Kick Sauber,2024,Austrian Grand Prix,Qualifying,qualifying,0.1670000000000016,0.1204610429261807,3,dry,
GAS,OCO,Alpine,2024,Austrian Grand Prix,Qualifying,qualifying,-0.0609999999999928,0.02,3,dry,
HAM,RUS,Mercedes,2024,Austrian Grand Prix,Qualifying,qualifying,-0.1110000000000042,0.0443720988703304,4,dry,
HUL,MAG,Haas F1 Team,2024,Austrian Grand Prix,Qualifying,qualifying,-0.088000000000008,0.0805749346639262,5,dry,
LEC,SAI,Ferrari,2024,Austrian Grand Prix,Qualifying,qualifying,0.1910000000000025,0.127334646723726,3,dry,
NOR,PIA,McLaren,2024,Austrian Grand Prix,Qualifying,qualifying,0.0679999999999978,0.107609993912227,3,dry,
PER,VER,Red Bull Racing,2024,Austrian Grand Prix,Qualifying,qualifying,-0.7815000000000083,0.1253852931147806,4,dry,
RIC,TSU,RB,2024,Austrian Grand Prix,Qualifying,qualifying,0.0429999999999921,0.0944388365708329,5,dry,
ALB,SAR,Williams,2024,British Grand Prix,Race,race,0.0775000000000005,0.0780336674840493,16,dry,
ALB,SAR,Williams,2024,British Grand Prix,Race,race,0.5215000000000032,0.2211697040322922,16,wet,
ALO,STR,Aston Martin,2024,British Grand Prix,Race,race,-0.0305000000000106,0.1047607359022783,22,dry,
ALO,STR,Aston Martin,2024,British Grand Prix,Race,race,0.2764999999999986,0.1559600495513383,14,wet,
BOT,ZHO,Kick Sauber,2024,British Grand Prix,Race,race,0.5139999999999958,0.9015001782286814,11,dry,
BOT,ZHO,Kick Sauber,2024,British Grand Prix,Race,race,2.5220000000000056,1.7120283437562684,8,wet,
HAM,RUS,Mercedes,2024,British Grand Prix,Race,race,-0.0205000000000055,0.0451095651344216,16,dry,
HAM,RUS,Mercedes,2024,British Grand Prix,Race,race,0.3640000000000043,0.1313682858894694,9,wet,
HUL,MAG,Haas F1 Team,2024,British Grand Prix,Race,race,0.4019999999999868,0.1287682659093665,23,dry,
HUL,MAG,Haas F1 Team,2024,British Grand Prix,Race,race,0.666000000000011,0.4054440750559789,13,wet,
LEC,SAI,Ferrari,2024,British Grand Prix,Race,race,-0.2900000000000062,0.1453248345553464,15,dry,
LEC,SAI,Ferrari,2024,British Grand Prix,Race,race,-1.346499999999999,1.0918810197677602,8,wet,
NOR,PIA,McLaren,2024,British Grand Prix,Race,race,0.0655000000000001,0.074950268036069,16,dry,
NOR,PIA,McLaren,2024,British Grand Prix,Race,race,0.2284999999999968,0.2092581508034464,14,wet,
PER,VER,Red Bull Racing,2024,British Grand Prix,Race,race,-3.006,1.0432892461763386,13,dry,
PER,VER,Red Bull Racing,2024,British Grand Prix,Race,race,,,7,wet,insufficient_matched_pairs
RIC,TSU,RB,2024,British Grand Prix,Race,race,-0.2020000000000124,0.1689452495969066,23,dry,
RIC,TSU,RB,2024,British Grand Prix,Race,race,-0.4099999999999966,0.3679708878842589,13,wet,
GAS,OCO,Alpine,2024,British Grand Prix,Race,race,,,0,,missing_lap_time_data
ALB,SAR,Williams,2024,British Grand Prix,Qualifying,qualifying,0.409000000000006,0.4803425527089401,3,dry,
ALO,STR,Aston Martin,2024,British Grand Prix,Qualifying,qualifying,0.2424999999999997,0.1379043993754981,4,dry,
HAM,RUS,Mercedes,2024,British Grand Prix,Qualifying,qualifying,-0.0039999999999906,0.4175158035454557,5,dry,
LEC,SAI,Ferrari,2024,British Grand Prix,Qualifying,qualifying,-0.5180000000000007,0.2878748380692416,3,dry,
NOR,PIA,McLaren,2024,British Grand Prix,Qualifying,qualifying,0.2069999999999936,0.0806179859563589,3,dry,
RIC,TSU,RB,2024,British Grand Prix,Qualifying,qualifying,-0.2550000000000096,0.2030026346372571,3,dry,
GAS,OCO,Alpine,2024,British Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
HUL,MAG,Haas F1 Team,2024,British Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
BOT,ZHO,Kick Sauber,2024,British Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
PER,VER,Red Bull Racing,2024,British Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,SAR,Williams,2024,Hungarian Grand Prix,Race,race,0.0594999999999998,0.0815889547214117,48,dry,
ALO,STR,Aston Martin,2024,Hungarian Grand Prix,Race,race,-0.1429999999999864,0.1448774793921943,43,dry,
BOT,ZHO,Kick Sauber,2024,Hungarian Grand Prix,Race,race,0.2904999999999944,0.1678718575828562,42,dry,
GAS,OCO,Alpine,2024,Hungarian Grand Prix,Race,race,-0.1515000000000057,0.1976902600380542,22,dry,
HAM,RUS,Mercedes,2024,Hungarian Grand Prix,Race,race,0.5049999999999955,0.5602890495182024,49,dry,
HUL,MAG,Haas F1 Team,2024,Hungarian Grand Prix,Race,race,0.1394999999999981,0.0860346809276504,48,dry,
LEC,SAI,Ferrari,2024,Hungarian Grand Prix,Race,race,0.0255000000000009,0.0747927382668111,48,dry,
NOR,PIA,McLaren,2024,Hungarian Grand Prix,Race,race,-0.0705000000000026,0.0424257269390439,56,dry,
PER,VER,Red Bull Racing,2024,Hungarian Grand Prix,Race,race,0.316999999999993,0.5381260836513208,47,dry,
RIC,TSU,RB,2024,Hungarian Grand Prix,Race,race,-0.76250000000001,0.2157583859438716,36,dry,
ALB,SAR,Williams,2024,Hungarian Grand Prix,Qualifying,qualifying,,,1,dry,insufficient_matched_pairs
ALB,SAR,Williams,2024,Hungarian Grand Prix,Qualifying,qualifying,-0.6080000000000041,1.6017739877582138,3,wet,
ALO,STR,Aston Martin,2024,Hungarian Grand Prix,Qualifying,qualifying,0.257000000000005,0.2224988804371711,3,wet,
BOT,ZHO,Kick Sauber,2024,Hungarian Grand Prix,Qualifying,qualifying,0.6450000000000102,0.9047267854177012,3,wet,
HUL,MAG,Haas F1 Team,2024,Hungarian Grand Prix,Qualifying,qualifying,-0.4969999999999999,0.4468073301841727,5,wet,
LEC,SAI,Ferrari,2024,Hungarian Grand Prix,Qualifying,qualifying,,,1,dry,insufficient_matched_pairs
LEC,SAI,Ferrari,2024,Hungarian Grand Prix,Qualifying,qualifying,0.355000000000004,0.8677526658951639,3,wet,
NOR,PIA,McLaren,2024,Hungarian Grand Prix,Qualifying,qualifying,,,1,dry,insufficient_matched_pairs
NOR,PIA,McLaren,2024,Hungarian Grand Prix,Qualifying,qualifying,-0.2824999999999988,0.0881261150391992,4,wet,
RIC,TSU,RB,2024,Hungarian Grand Prix,Qualifying,qualifying,,,1,dry,insufficient_matched_pairs
RIC,TSU,RB,2024,Hungarian Grand Prix,Qualifying,qualifying,-0.2669999999999959,0.3535147474316351,3,wet,
GAS,OCO,Alpine,2024,Hungarian Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
HAM,RUS,Mercedes,2024,Hungarian Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
PER,VER,Red Bull Racing,2024,Hungarian Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,SAR,Williams,2024,Belgian Grand Prix,Race,race,0.2175000000000011,0.101469106822666,32,dry,
ALO,STR,Aston Martin,2024,Belgian Grand Prix,Race,race,0.4269999999999925,0.1131296009787796,32,dry,
GAS,OCO,Alpine,2024,Belgian Grand Prix,Race,race,-0.439,0.155507015184272,30,dry,
HAM,RUS,Mercedes,2024,Belgian Grand Prix,Race,race,0.4590000000000032,0.074999268890331,18,dry,
HUL,MAG,Haas F1 Team,2024,Belgian Grand Prix,Race,race,0.3354999999999961,0.6663402613617607,16,dry,
LEC,SAI,Ferrari,2024,Belgian Grand Prix,Race,race,1.0730000000000075,0.6104400168027293,29,dry,
NOR,PIA,McLaren,2024,Belgian Grand Prix,Race,race,-0.0560000000000044,0.1006560792701756,30,dry,
PER,VER,Red Bull Racing,2024,Belgian Grand Prix,Race,race,0.1580000000000012,0.2540956057389724,25,dry,
RIC,TSU,RB,2024,Belgian Grand Prix,Race,race,1.1330000000000098,0.1350943062144783,23,dry,
BOT,ZHO,Kick Sauber,2024,Belgian Grand Prix,Race,race,,,0,,insufficient_matched_pairs
ALB,SAR,Williams,2024,Belgian Grand Prix,Qualifying,qualifying,1.0859999999999983,0.4609153338618573,3,dry,
ALO,STR,Aston Martin,2024,Belgian Grand Prix,Qualifying,qualifying,0.7550000000000026,0.3076808895492115,4,dry,
ALO,STR,Aston Martin,2024,Belgian Grand Prix,Qualifying,qualifying,,,2,wet,insufficient_matched_pairs
BOT,ZHO,Kick Sauber,2024,Belgian Grand Prix,Qualifying,qualifying,1.63900000000001,0.2782097422101864,3,dry,
GAS,OCO,Alpine,2024,Belgian Grand Prix,Qualifying,qualifying,,,1,dry,insufficient_matched_pairs
GAS,OCO,Alpine,2024,Belgian Grand Prix,Qualifying,qualifying,,,2,wet,insufficient_matched_pairs
HAM,RUS,Mercedes,2024,Belgian Grand Prix,Qualifying,qualifying,0.144999999999996,0.1001821213662484,4,wet,
HUL,MAG,Haas F1 Team,2024,Belgian Grand Prix,Qualifying,qualifying,0.7449999999999903,0.4200065409841477,3,dry,
LEC,SAI,Ferrari,2024,Belgian Grand Prix,Qualifying,qualifying,0.009999999999998,0.2163647949632745,4,wet,
NOR,PIA,McLaren,2024,Belgian Grand Prix,Qualifying,qualifying,0.1610000000000013,0.2180169752117508,3,wet,
PER,VER,Red Bull Racing,2024,Belgian Grand Prix,Qualifying,qualifying,,,2,dry,insufficient_matched_pairs
PER,VER,Red Bull Racing,2024,Belgian Grand Prix,Qualifying,qualifying,,,2,wet,insufficient_matched_pairs
RIC,TSU,RB,2024,Belgian Grand Prix,Qualifying,qualifying,0.4480000000000075,0.3916114031052274,3,dry,
ALB,SAR,Williams,2024,Dutch Grand Prix,Race,race,0.2669999999999959,0.0972944468784995,45,dry,
ALO,STR,Aston Martin,2024,Dutch Grand Prix,Race,race,0.1454999999999984,0.041308597167537,54,dry,
BOT,ZHO,Kick Sauber,2024,Dutch Grand Prix,Race,race,0.332499999999996,0.2108628366489237,42,dry,
GAS,OCO,Alpine,2024,Dutch Grand Prix,Race,race,0.5735000000000028,0.0825036855730288,52,dry,
HAM,RUS,Mercedes,2024,Dutch Grand Prix,Race,race,-0.1469999999999913,0.5339620368835527,33,dry,
HUL,MAG,Haas F1 Team,2024,Dutch Grand Prix,Race,race,0.8279999999999959,0.1174277393451721,44,dry,
LEC,SAI,Ferrari,2024,Dutch Grand Prix,Race,race,-0.0504999999999924,0.0475739149653995,52,dry,
NOR,PIA,McLaren,2024,Dutch Grand Prix,Race,race,0.2629999999999981,0.0404326052006712,60,dry,
PER,VER,Red Bull Racing,2024,Dutch Grand Prix,Race,race,-0.0629999999999952,0.0578990833399065,56,dry,
RIC,TSU,RB,2024,Dutch Grand Prix,Race,race,0.2834999999999894,0.2356893776275815,40,dry,
ALO,STR,Aston Martin,2024,Dutch Grand Prix,Qualifying,qualifying,-0.0450000000000017,0.1494471076903038,3,dry,
BOT,ZHO,Kick Sauber,2024,Dutch Grand Prix,Qualifying,qualifying,1.092999999999989,0.1141360363504632,3,dry,
HAM,RUS,Mercedes,2024,Dutch Grand Prix,Qualifying,qualifying,0.2319999999999993,0.41126209894059,3,dry,
HUL,MAG,Haas F1 Team,2024,Dutch Grand Prix,Qualifying,qualifying,-0.3010000000000019,0.2191978520751377,5,dry,
LEC,SAI,Ferrari,2024,Dutch Grand Prix,Qualifying,qualifying,0.1699999999999875,0.0314578320167726,3,dry,
NOR,PIA,McLaren,2024,Dutch Grand Prix,Qualifying,qualifying,0.1189999999999997,0.1883122404409737,3,dry,
PER,VER,Red Bull Racing,2024,Dutch Grand Prix,Qualifying,qualifying,-0.2889999999999872,0.1415282771329736,3,dry,
RIC,TSU,RB,2024,Dutch Grand Prix,Qualifying,qualifying,-0.0300000000000011,0.1477566488903,3,dry,
GAS,OCO,Alpine,2024,Dutch Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,SAR,Williams,2024,Dutch Grand Prix,Qualifying,qualifying,,,0,,missing_lap_time_data
ALB,COL,Williams,2024,Italian Grand Prix,Race,race,0.2270000000000038,0.077562829038453,42,dry,
ALO,STR,Aston Martin,2024,Italian Grand Prix,Race,race,0.9579999999999984,0.156466047432018,35,dry,
BOT,ZHO,Kick Sauber,2024,Italian Grand Prix,Race,race,-0.5089999999999932,0.1505214244226055,34,dry,
GAS,OCO,Alpine,2024,Italian Grand Prix,Race,race,0.4179999999999992,0.3133751018319701,26,dry,
HAM,RUS,Mercedes,2024,Italian Grand Prix,Race,race,0.4920000000000044,0.1966454144367944,33,dry,
HUL,MAG,Haas F1 Team,2024,Italian Grand Prix,Race,race,-0.7610000000000028,0.1811616615805533,24,dry,
LEC,SAI,Ferrari,2024,Italian Grand Prix,Race,race,0.1500000000000056,0.0420160003812616,38,dry,
NOR,PIA,McLaren,2024,Italian Grand Prix,Race,race,-0.1299999999999954,0.0469530471469776,38,dry,
PER,VER,Red Bull Racing,2024,Italian Grand Prix,Race,race,-0.1690000000000111,0.0749122950235513,34,dry,
RIC,TSU,RB,2024,Italian Grand Prix,Race,race,,,0,,insufficient_matched_pairs
GAS,OCO,Alpine,2024,Italian Grand Prix,Qualifying,qualifying,-0.1135000000000019,0.1810242546968155,4,dry,
HAM,RUS,Mercedes,2024,Italian Grand Prix,Qualifying,qualifying,0.0429999999999992,0.087233346036136,4,dry,
HUL,MAG,Haas F1 Team,2024,Italian Grand Prix,Qualifying,qualifying,0.2639999999999958,0.1621275885065738,3,dry,
LEC,SAI,Ferrari,2024,Italian Grand Prix,Qualifying,qualifying,0.0015,0.0616863700991224,4,dry,
NOR,PIA,McLaren,2024,Italian Grand Prix,Qualifying,qualifying,0.081000000000003,0.1183659394911866,3,dry,
PER,VER,Red Bull Racing,2024,Italian Grand Prix,Qualifying,qualifying,-0.5280000000000058,0.2370262208984359,3,dry,
ALO,STR,Aston Martin,2024,Italian Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
BOT,ZHO,Kick Sauber,2024,Italian Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
RIC,TSU,RB,2024,Italian Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,COL,Williams,2024,Italian Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,COL,Williams,2024,Azerbaijan Grand Prix,Race,race,0.002999999999993,0.139636012381133,28,dry,
ALO,STR,Aston Martin,2024,Azerbaijan Grand Prix,Race,race,0.8104999999999976,0.2916793855725286,20,dry,
BEA,HUL,Haas F1 Team,2024,Azerbaijan Grand Prix,Race,race,-0.170499999999997,0.1300885709047112,32,dry,
BOT,ZHO,Kick Sauber,2024,Azerbaijan Grand Prix,Race,race,1.055499999999995,0.0650592675646298,34,dry,
GAS,OCO,Alpine,2024,Azerbaijan Grand Prix,Race,race,0.5459999999999923,0.1458450669119192,41,dry,
HAM,RUS,Mercedes,2024,Azerbaijan Grand Prix,Race,race,-0.2949999999999875,0.1548596561797562,39,dry,
LEC,SAI,Ferrari,2024,Azerbaijan Grand Prix,Race,race,0.0110000000000098,0.141916788361417,35,dry,
NOR,PIA,McLaren,2024,Azerbaijan Grand Prix,Race,race,-1.1689999999999898,0.2348233833567712,40,dry,
PER,VER,Red Bull Racing,2024,Azerbaijan Grand Prix,Race,race,0.3510000000000062,0.1304662389221765,34,dry,
RIC,TSU,RB,2024,Azerbaijan Grand Prix,Race,race,,,0,,no_compound_overlap
ALB,COL,Williams,2024,Azerbaijan Grand Prix,Qualifying,qualifying,0.0310000000000059,0.2565251537969159,3,dry,
ALO,STR,Aston Martin,2024,Azerbaijan Grand Prix,Qualifying,qualifying,0.2680000000000007,0.3152860267085048,3,dry,
BEA,HUL,Haas F1 Team,2024,Azerbaijan Grand Prix,Qualifying,qualifying,0.2989999999999924,0.3339579703225276,3,dry,
HAM,RUS,Mercedes,2024,Azerbaijan Grand Prix,Qualifying,qualifying,-0.4864999999999995,0.051308982443907,4,dry,
LEC,SAI,Ferrari,2024,Azerbaijan Grand Prix,Qualifying,qualifying,0.3225000000000051,0.1782800266593456,4,dry,
PER,VER,Red Bull Racing,2024,Azerbaijan Grand Prix,Qualifying,qualifying,0.2099999999999937,0.1930246359122818,3,dry,
GAS,OCO,Alpine,2024,Azerbaijan Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
BOT,ZHO,Kick Sauber,2024,Azerbaijan Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
NOR,PIA,McLaren,2024,Azerbaijan Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
RIC,TSU,RB,2024,Azerbaijan Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,COL,Williams,2024,Singapore Grand Prix,Race,race,-0.382000000000005,0.1657671828285149,9,dry,
ALO,STR,Aston Martin,2024,Singapore Grand Prix,Race,race,0.990000000000002,0.5659489413489218,36,dry,
BOT,ZHO,Kick Sauber,2024,Singapore Grand Prix,Race,race,-0.0590000000000117,0.0414788167169259,43,dry,
GAS,OCO,Alpine,2024,Singapore Grand Prix,Race,race,-0.1330000000000026,0.1101762245516513,22,dry,
HAM,RUS,Mercedes,2024,Singapore Grand Prix,Race,race,-0.4529999999999958,0.1135344996845375,28,dry,
HUL,MAG,Haas F1 Team,2024,Singapore Grand Prix,Race,race,1.390500000000003,0.467479307566392,40,dry,
LEC,SAI,Ferrari,2024,Singapore Grand Prix,Race,race,0.914999999999992,0.4669194328926697,27,dry,
NOR,PIA,McLaren,2024,Singapore Grand Prix,Race,race,0.887999999999991,0.0993766572138513,45,dry,
PER,VER,Red Bull Racing,2024,Singapore Grand Prix,Race,race,-1.2579999999999956,0.0490798138150916,49,dry,
RIC,TSU,RB,2024,Singapore Grand Prix,Race,race,0.1985000000000027,0.1890839374097807,32,dry,
ALB,COL,Williams,2024,Singapore Grand Prix,Qualifying,qualifying,0.2844999999999942,0.3357437735464739,4,dry,
BOT,ZHO,Kick Sauber,2024,Singapore Grand Prix,Qualifying,qualifying,0.4819999999999993,0.0678153701193525,3,dry,
GAS,OCO,Alpine,2024,Singapore Grand Prix,Qualifying,qualifying,-0.3539999999999992,0.0579275020650446,3,dry,
HAM,RUS,Mercedes,2024,Singapore Grand Prix,Qualifying,qualifying,0.142000000000003,0.1063755038146087,4,dry,
HUL,MAG,Haas F1 Team,2024,Singapore Grand Prix,Qualifying,qualifying,0.3795000000000073,0.1121824903043322,4,dry,
LEC,SAI,Ferrari,2024,Singapore Grand Prix,Qualifying,qualifying,0.3260000000000005,0.0741741376943663,4,dry,
NOR,PIA,McLaren,2024,Singapore Grand Prix,Qualifying,qualifying,0.2879999999999967,0.067768804289546,4,dry,
PER,VER,Red Bull Racing,2024,Singapore Grand Prix,Qualifying,qualifying,-0.8219999999999956,0.2476923796060606,4,dry,
ALO,STR,Aston Martin,2024,Singapore Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
RIC,TSU,RB,2024,Singapore Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,COL,Williams,2024,United States Grand Prix,Race,race,-3.3685000000000045,2.2126193708180217,22,dry,
ALO,STR,Aston Martin,2024,United States Grand Prix,Race,race,1.589500000000008,1.166845997212556,30,dry,
BOT,ZHO,Kick Sauber,2024,United States Grand Prix,Race,race,-0.938999999999993,0.1382398047583251,23,dry,
GAS,OCO,Alpine,2024,United States Grand Prix,Race,race,-0.3909999999999982,0.3952850135698965,22,dry,
HUL,MAG,Haas F1 Team,2024,United States Grand Prix,Race,race,0.7390000000000043,0.2493238849340325,23,dry,
LAW,TSU,RB,2024,United States Grand Prix,Race,race,-0.7534999999999954,0.1610247964222065,36,dry,
LEC,SAI,Ferrari,2024,United States Grand Prix,Race,race,0.3329999999999984,0.0837610213625639,39,dry,
NOR,PIA,McLaren,2024,United States Grand Prix,Race,race,0.0514999999999972,0.0438496651884277,38,dry,
PER,VER,Red Bull Racing,2024,United States Grand Prix,Race,race,-0.6379999999999981,0.1084717662242941,36,dry,
HAM,RUS,Mercedes,2024,United States Grand Prix,Race,race,,,0,,teammate_dnf_no_matched_laps
ALO,STR,Aston Martin,2024,United States Grand Prix,Qualifying,qualifying,-0.0664999999999977,0.2096888242056445,4,dry,
BOT,ZHO,Kick Sauber,2024,United States Grand Prix,Qualifying,qualifying,0.7650000000000006,0.3210628244148224,3,dry,
GAS,OCO,Alpine,2024,United States Grand Prix,Qualifying,qualifying,0.257000000000005,0.3113325809997897,5,dry,
HUL,MAG,Haas F1 Team,2024,United States Grand Prix,Qualifying,qualifying,0.0124999999999957,0.1106675297541761,4,dry,
LEC,SAI,Ferrari,2024,United States Grand Prix,Qualifying,qualifying,-0.1260000000000047,0.2181701549720317,3,dry,
NOR,PIA,McLaren,2024,United States Grand Prix,Qualifying,qualifying,0.2899999999999991,0.1100120237126904,4,dry,
PER,VER,Red Bull Racing,2024,United States Grand Prix,Qualifying,qualifying,-0.4359999999999928,0.2004637863571431,3,dry,
HAM,RUS,Mercedes,2024,United States Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
LAW,TSU,RB,2024,United States Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,COL,Williams,2024,United States Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
BOT,ZHO,Kick Sauber,2024,Mexico City Grand Prix,Race,race,0.262999999999991,0.0511396249129388,47,dry,
GAS,OCO,Alpine,2024,Mexico City Grand Prix,Race,race,1.2209999999999963,0.2885596962363982,42,dry,
HAM,RUS,Mercedes,2024,Mexico City Grand Prix,Race,race,-0.0364999999999966,0.0631852014274666,50,dry,
HUL,MAG,Haas F1 Team,2024,Mexico City Grand Prix,Race,race,-0.314,0.0638195074372211,52,dry,
LEC,SAI,Ferrari,2024,Mexico City Grand Prix,Race,race,-0.1830000000000069,0.111558637341828,53,dry,
NOR,PIA,McLaren,2024,Mexico City Grand Prix,Race,race,0.2010000000000005,0.144727624665581,44,dry,
PER,VER,Red Bull Racing,2024,Mexico City Grand Prix,Race,race,-1.336500000000008,0.0678101706991651,24,dry,
ALO,STR,Aston Martin,2024,Mexico City Grand Prix,Race,race,,,0,,insufficient_matched_pairs
LAW,TSU,RB,2024,Mexico City Grand Prix,Race,race,,,0,,missing_lap_time_data
ALB,COL,Williams,2024,Mexico City Grand Prix,Race,race,,,0,,missing_lap_time_data
ALO,STR,Aston Martin,2024,Mexico City Grand Prix,Qualifying,qualifying,0.1259999999999905,0.0737843201629036,3,dry,
BOT,ZHO,Kick Sauber,2024,Mexico City Grand Prix,Qualifying,qualifying,0.679000000000002,0.2201463260671876,3,dry,
HAM,RUS,Mercedes,2024,Mexico City Grand Prix,Qualifying,qualifying,-0.1419999999999959,0.1182544604377114,3,dry,
HUL,MAG,Haas F1 Team,2024,Mexico City Grand Prix,Qualifying,qualifying,-0.304000000000002,0.3900713998333726,3,dry,
LAW,TSU,RB,2024,Mexico City Grand Prix,Qualifying,qualifying,-0.1979999999999933,0.0879202123447066,3,dry,
