year,race_name,team,profile,practice_signal,n_sessions
2022,Mexico City Grand Prix,McLaren,balanced,0.4177777777777778,3
2022,Mexico City Grand Prix,McLaren,long_run,0.34311111111111114,3
2022,Mexico City Grand Prix,McLaren,short_run,0.5066666666666666,3
2022,Mexico City Grand Prix,Mercedes,balanced,0.6391111111111111,3
2022,Mexico City Grand Prix,Mercedes,long_run,0.7013333333333334,3
2022,Mexico City Grand Prix,Mercedes,short_run,0.5502222222222223,3
2022,Mexico City Grand Prix,Red Bull Racing,balanced,0.8240000000000001,3
2022,Mexico City Grand Prix,Red Bull Racing,long_run,0.8906666666666666,3
2022,Mexico City Grand Prix,Red Bull Racing,short_run,0.8604444444444445,3
2022,Mexico City Grand Prix,Williams,balanced,0.2968888888888889,3
2022,Mexico City Grand Prix,Williams,long_run,0.3635555555555556,3
